Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);sec;Frequency (Hz);activity
0.9874241659999999;-1.8962163930000002;-0.4838066101;-1.03553009;0;53;Walking
1.00608052;-1.680834889;-0.5322952271;-0.5583600998;0;53;Walking
1.024736822;-1.381689072;-0.35216331479999996;0.17937755579999998;0;53;Walking
1.043393124;-0.8451517820000001;0.008851528168;0.1585388184;0;53;Walking
1.062049426;-0.3860521913;0.4039134979;-0.40449905399999997;0;53;Walking
1.0807057279999999;-0.2722198069;0.5609068871;-0.8663263321;0;53;Walking
1.099362083;-0.6179696917999999;0.5146474838;-0.7310142517;0;53;Walking
1.118018385;-0.8966733217;0.459980011;-0.5674934387;0;53;Walking
1.155331041;-0.558953166;0.6418614388;-0.5625934601;1;53;Walking
1.173987343;-0.3839522302;0.8014845848000001;-0.3540458679;1;53;Walking
1.192643645;-0.060220420360000006;0.7659931182999999;-0.00122833252;1;53;Walking
1.211299947;0.2187407017;0.7677822112999999;0.07746505737;1;53;Walking
1.229956249;0.6588746309000001;0.8252305984;-0.16918754579999998;1;53;Walking
1.248612551;0.9414234757;1.010443211;-0.2157869339;1;53;Walking
1.267268906;1.174280643;1.159984589;-0.284526825;1;53;Walking
1.2859252079999999;1.255101681;1.229988575;0.13322210310000002;1;53;Walking
1.30458151;1.214022875;1.221971512;0.3861188889;1;53;Walking
1.3232378120000001;1.07866025;1.237223148;0.37319850920000003;1;53;Walking
1.3418941659999999;0.7773805856999999;1.226309776;0.1580924988;1;53;Walking
1.360550468;0.8251549602;1.1256442070000001;0.02486467361;1;53;Walking
1.37920677;0.6138324738000001;1.021532536;-0.05293130875;1;53;Walking
1.3978630719999998;0.41952592130000005;0.9582133293;0.2153310776;1;53;Walking
1.4165193740000002;0.4500024319;0.8506479263;0.1150369644;1;53;Walking
